Company,TypeName,Cpu,Ram,Gpu,OpSys,Weight,Price_inr,Touchscreen,IPS_Panel,PPI
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,4.14,274890,0,0,127.0
Lenovo,2 in 1 Convertible,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.0,186890,1,1,141.0
Dell,Notebook,Intel Core i7,8,AMD Radeon,Linux/Android/Chrome OS,2.8,125620,0,0,127.0
Lenovo,Notebook,Intel Core i3,4,Intel HD,No OS,2.2,48840,0,0,141.0
HP,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,2.1,79420,0,1,141.0
Dell,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,2.18,72270,0,0,141.0
Dell,Notebook,Intel Core i5,8,AMD Radeon,Linux/Android/Chrome OS,2.24,62150,0,0,141.0
Dell,2 in 1 Convertible,Intel Core i5,8,Intel UHD,Linux/Android/Chrome OS,2.67,87890,1,0,141.0
Asus,2 in 1 Convertible,Intel Core i7,8,Intel UHD,Linux/Android/Chrome OS,1.1,164890,1,0,166.0
Lenovo,Notebook,Intel Core i5,4,Intel HD,No OS,2.2,51370,0,0,141.0
HP,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.5,111980,0,0,127.0
Lenovo,Notebook,Intel Core i7,8,Intel UHD,Linux/Android/Chrome OS,2.05,96800,0,0,141.0
Apple,Ultrabook,Intel Core i5,8,Intel Iris,Mac OS,1.37,215479,0,1,227.0
Asus,Gaming,AMD Ryzen-Series,16,AMD Radeon,Linux/Android/Chrome OS,3.2,170390,0,0,127.0
Dell,Notebook,Intel Core i7,8,AMD Radeon,Linux/Android/Chrome OS,2.14,80858,0,0,141.0
Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,1.36,274890,1,0,210.0
Toshiba,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.2,89320,0,0,100.0
Dell,Notebook,Intel Core i7,12,Intel HD,Linux/Android/Chrome OS,2.3,78438,0,0,100.0
Dell,Notebook,Intel Core i7,8,AMD Radeon,Linux/Android/Chrome OS,2.8,120890,0,0,127.0
Acer,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.2,81950,0,1,141.0
Lenovo,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.8,53790,0,0,106.0
Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,No OS,2.8,93390,0,0,127.0
Lenovo,Notebook,Intel Core i7,6,Nvidia GeForce,Linux/Android/Chrome OS,2.8,94490,0,0,106.0
Dell,Notebook,Intel Core i3,4,AMD Radeon,Linux/Android/Chrome OS,2.25,47080,0,0,141.0
Lenovo,Gaming,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.5,91190,0,1,141.0
Lenovo,Notebook,Intel Core i5,6,Intel HD,Linux/Android/Chrome OS,2.2,63690,0,0,141.0
Acer,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,3.0,104610,0,1,141.0
Acer,Notebook,Intel Core i7,12,Intel HD,Linux/Android/Chrome OS,2.15,72490,1,1,141.0
Lenovo,Notebook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.95,120670,0,1,141.0
Asus,Ultrabook,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,1.7,107470,0,0,141.0
Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.5,129690,0,1,141.0
Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,No OS,2.2,72491,0,0,141.0
Acer,Notebook,Other Intel Processor,2,Intel HD,Linux/Android/Chrome OS,2.19,21890,0,0,100.0
Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,3.0,130570,0,0,127.0
HP,Notebook,Intel Core i3,8,Intel HD,Linux/Android/Chrome OS,2.54,53790,0,0,106.0
Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.0,201190,0,0,141.0
Lenovo,Notebook,Intel Core i5,8,Intel UHD,Linux/Android/Chrome OS,2.05,81290,0,0,141.0
Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,3.2,142890,0,1,141.0
Acer,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.5,107690,0,0,141.0
Dell,Workstation,Intel Core i7,16,Nvidia Quadro,Linux/Android/Chrome OS,3.42,317335,0,0,127.0
Lenovo,Notebook,AMD A-Series,6,AMD Radeon,Linux/Android/Chrome OS,2.4,54890,0,0,141.0
Asus,Ultrabook,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,1.63,161480,0,0,141.0
Asus,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,1.3,55990,0,0,112.0
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.9,233420,0,0,127.0
Lenovo,Notebook,Intel Core i5,6,Nvidia GeForce,Linux/Android/Chrome OS,2.8,71390,0,0,106.0
Lenovo,Notebook,Intel Core i5,8,Nvidia GeForce,No OS,2.2,60390,0,0,100.0
Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.5,139150,0,0,141.0
Lenovo,Notebook,Other Intel Processor,4,Intel HD,No OS,2.2,39599,0,0,100.0
HP,2 in 1 Convertible,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,1.28,217250,1,0,166.0
Toshiba,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.2,114730,0,1,141.0
Lenovo,Notebook,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.3,90090,0,0,141.0
HP,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,1.86,51590,0,0,141.0
Lenovo,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.1,109890,0,1,166.0
Dell,Ultrabook,Intel Core i7,16,Intel UHD,Linux/Android/Chrome OS,1.21,274890,1,1,331.0
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.8,230890,0,1,141.0
Acer,Notebook,AMD A-Series,8,AMD Radeon,Linux/Android/Chrome OS,2.23,51590,0,0,141.0
Asus,2 in 1 Convertible,Other Intel Processor,2,Intel HD,Linux/Android/Chrome OS,1.1,30250,1,0,135.0
Dell,Notebook,Intel Core i5,8,AMD Radeon,Linux/Android/Chrome OS,2.33,92840,0,0,141.0
HP,2 in 1 Convertible,Intel Core i7,16,Intel UHD,Linux/Android/Chrome OS,1.29,269390,1,1,331.0
Lenovo,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.45,50589,0,0,118.0
HP,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.95,107800,0,0,157.0
Acer,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.4,53350,0,0,135.0
HP,Notebook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.48,142120,0,0,157.0
Lenovo,Notebook,Intel Core i5,4,Nvidia GeForce,Linux/Android/Chrome OS,2.79,64790,0,0,106.0
Asus,Notebook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,2.0,120340,0,0,157.0
HP,Notebook,Intel Core i7,8,Intel UHD,Linux/Android/Chrome OS,2.1,99220,0,1,100.0
Acer,Notebook,AMD A-Series,8,AMD Radeon,Linux/Android/Chrome OS,2.2,72490,0,0,100.0
Lenovo,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.44,32120,0,0,112.0
Acer,Notebook,Intel Core i5,6,Intel HD,Linux/Android/Chrome OS,2.23,60390,0,0,100.0
Asus,Ultrabook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,1.7,115489,0,0,141.0
HP,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.26,146850,0,0,176.0
Dell,Notebook,Intel Core i7,32,Nvidia GeForce,Linux/Android/Chrome OS,2.06,290290,1,0,282.0
MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.7,131890,0,0,127.0
Toshiba,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.0,103730,0,1,141.0
Asus,Notebook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,2.0,146740,0,0,157.0
Lenovo,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,1.85,49390,0,0,141.0
Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.5,109890,0,0,141.0
HP,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.48,139480,0,0,157.0
Dell,Ultrabook,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,1.9,115390,0,1,141.0
HP,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.84,125840,0,0,141.0
Asus,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.0,30249,0,0,100.0
Dell,Notebook,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.0,125702,0,0,141.0
Dell,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.2,30239,0,0,100.0
Lenovo,Notebook,AMD A-Series,12,AMD Radeon,Linux/Android/Chrome OS,2.2,98890,0,0,141.0
HP,Notebook,Intel Core i3,8,Nvidia GeForce,Linux/Android/Chrome OS,2.1,78760,0,1,141.0
Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel UHD,Linux/Android/Chrome OS,1.4,230890,1,1,317.0
Dell,Ultrabook,Intel Core i7,8,Intel UHD,Linux/Android/Chrome OS,1.2,173690,0,0,166.0
Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.4,124190,0,1,141.0
HP,Notebook,Other Intel Processor,2,Intel HD,Linux/Android/Chrome OS,1.44,30690,0,0,112.0
Dell,Ultrabook,Intel Core i7,16,Intel UHD,Linux/Android/Chrome OS,1.88,176876,0,0,141.0
Asus,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.5,41250,1,0,135.0
Dell,Ultrabook,Intel Core i5,8,AMD Radeon,Linux/Android/Chrome OS,1.9,72930,0,0,141.0
Dell,Notebook,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.06,223016,1,0,282.0
HP,Notebook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.84,143440,0,0,141.0
MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.7,154990,0,0,127.0
HP,Workstation,Intel Core i7,8,Nvidia Quadro,Linux/Android/Chrome OS,2.6,191210,0,0,141.0
Toshiba,Notebook,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.4,154330,0,1,141.0
Dell,Notebook,Intel Core i7,8,AMD Radeon,Linux/Android/Chrome OS,2.02,106799,0,0,141.0
Lenovo,Notebook,Other Intel Processor,4,Intel HD,No OS,2.2,35419,0,0,100.0
Dell,Gaming,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.65,109890,0,0,141.0
Dell,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.36,61311,1,0,100.0
Dell,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.36,156970,0,0,157.0
HP,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,1.86,48290,0,0,100.0
Asus,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.0,103950,0,0,157.0
Lenovo,Notebook,Intel Core i5,6,Nvidia GeForce,Linux/Android/Chrome OS,2.8,79090,0,0,106.0
HP,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.86,70290,0,0,141.0
Lenovo,Notebook,Intel Core i3,8,Nvidia GeForce,No OS,2.2,54890,0,0,100.0
HP,Notebook,Other Intel Processor,8,Intel HD,Linux/Android/Chrome OS,2.04,42790,0,0,100.0
Dell,Notebook,Intel Core i5,8,AMD Radeon,Linux/Android/Chrome OS,2.8,119350,0,0,127.0
Lenovo,Gaming,Intel Core i5,8,Nvidia GeForce,No OS,2.4,88990,0,1,141.0
Dell,Notebook,Intel Core i7,8,AMD Radeon,Linux/Android/Chrome OS,2.33,98890,0,0,141.0
HP,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.36,192500,0,1,157.0
Asus,2 in 1 Convertible,Intel Core i7,12,Nvidia GeForce,Linux/Android/Chrome OS,2.26,120890,1,0,141.0
Acer,Notebook,AMD A-Series,4,AMD Radeon,Linux/Android/Chrome OS,2.1,46860,0,0,100.0
Asus,Gaming,AMD Ryzen-Series,16,AMD Radeon,Linux/Android/Chrome OS,3.25,241890,0,1,127.0
Lenovo,Notebook,AMD A-Series,4,AMD Radeon,Linux/Android/Chrome OS,2.6,53790,0,0,106.0
Dell,2 in 1 Convertible,Intel Core i7,8,Intel UHD,Linux/Android/Chrome OS,1.62,95591,1,0,166.0
HP,Notebook,AMD A-Series,4,AMD Radeon,Linux/Android/Chrome OS,1.91,53789,0,0,141.0
Lenovo,Netbook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.59,60830,0,1,135.0
Dell,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.8,33990,0,0,100.0
Asus,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.5,31460,0,0,112.0
Acer,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.4,93060,0,0,141.0
HP,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,3.35,131010,0,1,127.0
Lenovo,Notebook,Intel Core i3,4,Intel HD,No OS,1.85,44385,0,0,141.0
Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.3,182050,0,1,141.0
Lenovo,Notebook,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,1.5,120890,0,1,157.0
Asus,Ultrabook,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,1.1,192379,1,0,166.0
Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.13,251020,0,1,210.0
Lenovo,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,1.5,60390,0,1,166.0
Dell,Workstation,Intel Core i5,8,AMD FirePro,Linux/Android/Chrome OS,2.23,150590,0,0,141.0
Dell,Workstation,Intel Core i7,8,Nvidia Quadro,Linux/Android/Chrome OS,2.0,234850,0,1,141.0
Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,1.42,275990,1,0,210.0
Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,3.0,114290,0,0,127.0
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,3.0,175010,0,0,127.0
Acer,Notebook,Intel Core i5,12,Nvidia GeForce,Linux/Android/Chrome OS,2.2,76339,0,1,100.0
MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.7,148390,0,0,127.0
Dell,Notebook,Intel Core i7,8,AMD Radeon,Linux/Android/Chrome OS,2.33,85676,0,0,141.0
HP,Ultrabook,AMD A-Series,4,AMD Radeon,Linux/Android/Chrome OS,1.91,54890,0,0,141.0
Lenovo,Notebook,Intel Core i7,8,AMD Radeon,Linux/Android/Chrome OS,2.1,135252,0,1,141.0
Lenovo,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.9,103180,0,1,157.0
Dell,Workstation,Intel Core i7,8,Nvidia Quadro,Linux/Android/Chrome OS,1.78,298320,1,0,282.0
Lenovo,Ultrabook,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,1.13,288750,0,1,210.0
Lenovo,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.2,33660,0,0,100.0
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.9,168190,0,0,127.0
Lenovo,Notebook,Intel Core i5,8,AMD Radeon,Linux/Android/Chrome OS,2.1,125895,0,1,141.0
Acer,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.5,96690,0,0,141.0
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.8,247390,0,0,127.0
Asus,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.1,206030,0,0,157.0
Toshiba,Ultrabook,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,1.2,192170,0,0,166.0
Dell,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.36,184800,0,0,157.0
Lenovo,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.2,44990,0,0,141.0
Lenovo,Notebook,Other Intel Processor,2,Intel HD,Linux/Android/Chrome OS,1.15,33490,0,0,135.0
Lenovo,Workstation,Intel Core i7,8,Nvidia Quadro,Linux/Android/Chrome OS,2.67,211750,0,0,141.0
Lenovo,Ultrabook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,1.7,213730,0,1,210.0
HP,Notebook,Intel Core i3,4,AMD Radeon,Linux/Android/Chrome OS,2.1,51590,0,0,141.0
Acer,2 in 1 Convertible,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.6,86791,1,1,166.0
Asus,2 in 1 Convertible,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.27,102080,1,1,166.0
Dell,Notebook,Intel Core i5,4,AMD Radeon,Linux/Android/Chrome OS,2.3,65879,0,0,141.0
Dell,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,1.65,75790,0,0,118.0
HP,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.43,165000,0,0,157.0
Dell,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.14,59395,0,0,100.0
Lenovo,Ultrabook,Intel Core i7,8,AMD Radeon,Linux/Android/Chrome OS,1.75,133692,0,1,157.0
Lenovo,2 in 1 Convertible,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.0,208890,1,1,282.0
HP,Notebook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,2.31,156970,0,0,141.0
Asus,Notebook,Intel Core i3,8,Nvidia GeForce,Linux/Android/Chrome OS,2.3,65670,0,0,141.0
Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,4.42,307890,0,1,170.0
Dell,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.62,127490,0,1,141.0
Dell,Notebook,Intel Core i7,8,AMD Radeon,Linux/Android/Chrome OS,2.02,125664,0,0,141.0
Dell,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.6,120890,0,0,157.0
HP,Gaming,Intel Core i7,12,Nvidia GeForce,Linux/Android/Chrome OS,3.35,219890,0,0,127.0
Lenovo,Notebook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.4,111100,0,1,166.0
Lenovo,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,1.7,65890,0,1,157.0
Lenovo,Workstation,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.3,268950,0,1,282.0
Lenovo,Notebook,Intel Core i7,16,Nvidia Quadro,Linux/Android/Chrome OS,2.5,269390,0,0,141.0
Asus,Gaming,AMD Ryzen-Series,8,AMD Radeon,Linux/Android/Chrome OS,3.2,186450,0,0,127.0
HP,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.1,38170,0,0,100.0
Lenovo,Ultrabook,Intel Core i7,24,Intel HD,Linux/Android/Chrome OS,1.32,262020,0,0,210.0
Asus,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,2.0,61490,0,0,141.0
Lenovo,Notebook,AMD A-Series,8,AMD Radeon,Linux/Android/Chrome OS,2.8,57090,0,0,106.0
Dell,Notebook,Intel Core i5,4,AMD Radeon,Linux/Android/Chrome OS,2.2,82390,0,0,141.0
Lenovo,Ultrabook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.36,157190,0,1,176.0
Lenovo,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.2,38390,0,0,141.0
HP,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.2,120890,0,1,141.0
Dell,Notebook,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,1.64,129690,0,0,157.0
Acer,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,2.4,48598,0,0,100.0
Dell,Workstation,Other Intel Processor,8,Nvidia Quadro,Linux/Android/Chrome OS,2.23,219230,0,0,141.0
MSI,Gaming,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.2,113051,0,0,141.0
HP,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.91,64790,0,0,100.0
Dell,Workstation,Intel Core i7,16,Nvidia Quadro,Linux/Android/Chrome OS,2.17,217250,0,1,141.0
HP,Workstation,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,2.31,168740,0,1,141.0
Lenovo,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.65,147950,0,0,157.0
Dell,Notebook,Intel Core i7,8,AMD Radeon,Linux/Android/Chrome OS,2.36,107690,0,0,141.0
Dell,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.47,52690,1,0,135.0
Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,4.42,225060,0,1,127.0
HP,Notebook,Intel Core i3,8,Intel HD,Linux/Android/Chrome OS,2.5,70389,0,0,106.0
Acer,Notebook,Intel Core i3,4,Nvidia GeForce,Linux/Android/Chrome OS,2.23,59840,0,0,141.0
Acer,Netbook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.4,47850,0,0,135.0
Asus,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.37,82390,0,0,141.0
Lenovo,Notebook,Intel Core i7,8,AMD Radeon,No OS,1.5,87890,0,1,157.0
Lenovo,Notebook,Intel Core i7,8,Nvidia Quadro,Linux/Android/Chrome OS,2.67,229900,0,0,141.0
Asus,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.0,33440,0,0,100.0
Acer,Notebook,Intel Core i3,4,Nvidia GeForce,Linux/Android/Chrome OS,2.2,51590,0,0,100.0
Dell,Notebook,Intel Core i5,8,AMD Radeon,Linux/Android/Chrome OS,2.02,83490,0,0,141.0
HP,Gaming,Intel Core i7,12,Nvidia GeForce,Linux/Android/Chrome OS,3.78,186890,0,1,127.0
Lenovo,Ultrabook,Intel Core i7,12,Intel HD,Linux/Android/Chrome OS,1.4,204380,0,1,210.0
HP,2 in 1 Convertible,Intel Core i7,8,Intel UHD,Linux/Android/Chrome OS,1.29,219890,1,1,331.0
HP,Notebook,Intel Core i5,8,AMD FirePro,Linux/Android/Chrome OS,1.9,126940,0,0,141.0
Dell,Ultrabook,Intel Core i5,8,Intel UHD,Linux/Android/Chrome OS,1.42,202604,1,0,166.0
Asus,Notebook,Intel Core i7,12,Intel HD,Linux/Android/Chrome OS,2.06,142890,0,1,282.0
Dell,Notebook,Intel Core i3,8,Intel HD,Linux/Android/Chrome OS,1.79,81400,0,0,112.0
Dell,Workstation,Intel Core i7,8,Nvidia Quadro,Linux/Android/Chrome OS,1.78,264880,0,0,141.0
Lenovo,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.7,150040,0,0,157.0
Dell,Notebook,Intel Core i5,8,AMD Radeon,Linux/Android/Chrome OS,2.2,74250,0,0,141.0
Toshiba,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.05,183920,0,1,166.0
Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.16,138820,0,1,141.0
Dell,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.18,64526,0,0,100.0
HP,Notebook,Intel Core i5,4,Intel UHD,Linux/Android/Chrome OS,1.49,79860,0,1,166.0
Lenovo,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.3,62150,0,0,100.0
Lenovo,Notebook,Intel Core i5,8,Intel UHD,Linux/Android/Chrome OS,1.75,115390,0,1,157.0
Dell,Workstation,Intel Core i7,16,Nvidia Quadro,Linux/Android/Chrome OS,2.17,257180,0,1,141.0
Dell,Notebook,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.06,208890,0,0,141.0
Lenovo,Ultrabook,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,1.36,197780,0,1,176.0
Asus,Ultrabook,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,0.91,214500,0,0,176.0
Lenovo,Notebook,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.3,111319,0,1,141.0
Toshiba,Ultrabook,Intel Core i7,32,Intel HD,Linux/Android/Chrome OS,1.05,307890,1,0,166.0
Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,1.99,148500,0,0,141.0
Acer,Notebook,AMD A-Series,8,AMD Radeon,Linux/Android/Chrome OS,2.2,63690,0,0,100.0
Asus,Gaming,Intel Core i7,24,Nvidia GeForce,Linux/Android/Chrome OS,4.33,139590,1,1,127.0
Lenovo,Ultrabook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.3,120890,0,1,125.0
Lenovo,Notebook,Intel Core i7,8,Intel UHD,Linux/Android/Chrome OS,2.17,98879,0,0,141.0
HP,Notebook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.48,192390,0,0,157.0
Lenovo,Notebook,Intel Core i3,8,Intel HD,Linux/Android/Chrome OS,1.4,104390,0,1,166.0
Lenovo,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.3,100210,0,1,141.0
Asus,Netbook,Other Intel Processor,4,Intel HD,Windows 10,1.2,37400,0,0,135.0
HP,Notebook,Intel Core i5,8,AMD Radeon,Linux/Android/Chrome OS,1.91,68089,0,0,100.0
Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel UHD,Linux/Android/Chrome OS,1.4,175890,1,1,158.0
Lenovo,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.1,32890,0,0,112.0
Lenovo,Netbook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.25,29150,0,0,135.0
Lenovo,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.44,104390,0,0,166.0
Asus,Notebook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,2.0,134640,0,0,141.0
Acer,Notebook,Intel Core i5,4,Nvidia GeForce,Linux/Android/Chrome OS,2.2,67430,0,1,141.0
HP,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.34,145530,0,1,166.0
Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,No OS,2.4,126390,0,1,141.0
Dell,Ultrabook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.29,98890,1,1,166.0
Acer,Notebook,Intel Core i7,4,Nvidia GeForce,Linux/Android/Chrome OS,2.2,70290,0,0,141.0
Dell,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.18,91960,0,0,141.0
